[module] running job a91ce9b9-71cd-436a-b0e2-c4e6573e419e
[15:33:12] [S2] batch mini_step=38 optimizer_step=38 discriminator_total=3.8039307594299316 generator_total=40.20332717895508 feature=14.963462829589844 mel=20.4368896484375 kl_ssl=0.0 kl=1.8964365720748901 grad_norm_d=56.835708842829725 grad_norm_g=130.1330365174916 learning_rate=0.0001
[15:33:13] [S2] batch mini_step=39 optimizer_step=39 discriminator_total=3.6503865718841553 generator_total=27.815532684326172 feature=7.17112922668457 mel=16.12904167175293 kl_ssl=0.0 kl=2.0789453983306885 grad_norm_d=29.82669118012057 grad_norm_g=363.5620583064301 learning_rate=0.0001
[15:33:14] [S2] batch mini_step=40 optimizer_step=40 discriminator_total=3.3710246086120605 generator_total=36.162906646728516 feature=11.406156539916992 mel=19.417865753173828 kl_ssl=0.0 kl=2.2809932231903076 grad_norm_d=77.9786287026631 grad_norm_g=106.02744314461034 learning_rate=0.0001
[15:33:16] [S2] batch mini_step=41 optimizer_step=41 discriminator_total=3.418332815170288 generator_total=30.327526092529297 feature=6.043230056762695 mel=20.170711517333984 kl_ssl=0.0 kl=1.5772186517715454 grad_norm_d=27.397179228293865 grad_norm_g=358.1362752835835 learning_rate=0.0001
[15:33:17] [S2] batch mini_step=42 optimizer_step=42 discriminator_total=4.018448829650879 generator_total=35.297420501708984 feature=12.38425064086914 mel=19.16912078857422 kl_ssl=0.0 kl=1.4680289030075073 grad_norm_d=42.18121719400147 grad_norm_g=234.84961831054707 learning_rate=0.0001
[15:33:18] [S2] batch mini_step=43 optimizer_step=43 discriminator_total=3.8037848472595215 generator_total=36.335941314697266 feature=12.094816207885742 mel=20.22494125366211 kl_ssl=0.0 kl=1.0593820810317993 grad_norm_d=66.69736471129825 grad_norm_g=187.60273968658854 learning_rate=0.0001
[15:33:19] [S2] batch mini_step=44 optimizer_step=44 discriminator_total=3.9308199882507324 generator_total=28.605051040649414 feature=7.145812034606934 mel=17.527549743652344 kl_ssl=0.0 kl=1.4536077976226807 grad_norm_d=33.532732236259235 grad_norm_g=304.3568998492608 learning_rate=0.0001
[15:33:20] [S2] batch mini_step=45 optimizer_step=45 discriminator_total=3.7379345893859863 generator_total=37.99774169921875 feature=12.947275161743164 mel=21.030855178833008 kl_ssl=0.0 kl=1.2589532136917114 grad_norm_d=43.708458857315165 grad_norm_g=94.00419616752203 learning_rate=0.0001
[15:33:22] [S2] batch mini_step=46 optimizer_step=46 discriminator_total=3.889542818069458 generator_total=15.987054824829102 feature=1.2310900688171387 mel=10.629240036010742 kl_ssl=0.0 kl=1.9235261678695679 grad_norm_d=50.41346396389187 grad_norm_g=493.8955890569612 learning_rate=0.0001
[15:33:23] [S2] batch mini_step=47 optimizer_step=47 discriminator_total=3.596332311630249 generator_total=34.6209831237793 feature=10.841525077819824 mel=19.602949142456055 kl_ssl=0.0 kl=1.332844614982605 grad_norm_d=39.75361910096772 grad_norm_g=214.18087521104385 learning_rate=0.0001
[15:33:24] [S2] batch mini_step=48 optimizer_step=48 discriminator_total=3.741312265396118 generator_total=29.91352081298828 feature=5.841241836547852 mel=20.283958435058594 kl_ssl=0.0 kl=1.2646589279174805 grad_norm_d=23.277672932476957 grad_norm_g=179.10962338334127 learning_rate=0.0001
